Código,Nome,Un,Chave,EAN,Marca,1Contagem,2Contagem,3Contagem,Avaria,Total,Saldo Estoque,Loja,Almoxarifado
F801,Adesivo Pvc Incolor 175g - Tigre,Un,370262,0,Tigre,,,,,0,34,Piaui Const FI02,283397887
F809,Solução Limpeza 1000cc - Tigre,Un,370290,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F812,Rolo Anti_respingo 23cm Sem Suporte 1374 - Tigre,Un,370299,0,Tigre,,,,,0,15,Piaui Const FI02,283397887
F853,Tubo Esgoto 40mm 6m - Tigre,Un,370422,0,Tigre,,,,,0,97,Piaui Const FI02,283397887
F854,Tubo Esgoto 50mm 6m - Tigre,Un,370425,0,Tigre,,,,,0,115,Piaui Const FI02,283397887
F855,Tubo Esgoto 75mm 6m - Tigre,Un,370428,0,Tigre,,,,,0,69,Piaui Const FI02,283397887
F856,Tubo Esgoto 100mm 6m - Tigre,Un,370431,0,Tigre,,,,,0,133,Piaui Const FI02,283397887
F858,Tubo Esgoto 150mm 6m - Tigre,Un,370437,7897613311844,Tigre,,,,,0,8,Piaui Const FI02,283397887
F859,Tubo Esgoto 200 mm 6m - Tigre,Un,370440,7899052577805,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F861,Tubo Esgoto 300mm 6m - Tigre,Un,370446,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F863,Tubo Esgoto 400mm 6m - Tigre,Un,370452,0,Tigre,,,,,0,0,Piaui Const FI02,283397887
F868,Tubo Soldável 32mm 6m - Tigre,Un,370467,0,Tigre,,,,,0,88,Piaui Const FI02,283397887
F869,Tubo Soldável 40mm 6m - Tigre,Un,370470,7897613300411,Tigre,,,,,0,57,Piaui Const FI02,283397887
F870,Tubo Soldável 50mm 6m - Tigre,Un,370472,0,Tigre,,,,,0,114,Piaui Const FI02,283397887
F871,Tubo Soldável 60mm 6m - Tigre,Un,370475,0,Tigre,,,,,0,12,Piaui Const FI02,283397887
F872,Tubo Soldável 75mm 6m - Tigre,Un,370478,0,Tigre,,,,,0,1,Piaui Const FI02,283397887
F873,Tubo Soldável 85mm Tigre - Tigre,Un,370481,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F874,Tubo Soldável 110mm 6m - Tigre,Un,370484,0,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
F9823,Curva Eletroduto Longa 90 Ponta e Bolsa 25mm - Tigre,Un,84529823,0,Tigre,,,,,0,212,Piaui Const FI02,283397887
G2526,Grelha Quadrada Rotativa Inox 100mm x 100mm - Tigre,Un,274214793,7891506562016,Tigre,,,,,0,118,Piaui Const FI02,283397887
L2479,Luva Esgoto Simples 200mm - Tigre,Un,247912169,7899052578055,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
P3699,Pincel 500 2 - Tigre,Un,369932,0,Tigre,,,,,0,45,Piaui Const FI02,283397887
P3747,Pincel 500 3` - Tigre,Un,374743,0,Tigre,,,,,0,8,Piaui Const FI02,283397887
Q2750,Quadro Distribuição Embutir 27/36 Circuito Branco Com Barramento - Tigre,Un,275120826,7899052576877,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
Q3699,Quadro Distribuição Embutir 6/8 Disjuntores Porta Branca Com Barramento - Tigre,Un,369967,7899052576815,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
R2424,Registro Esfera V.S Compacto 60mm - Tigre,Un,242951077,7899052589440,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
R2425,Registro Esfera V.S Compacto 50mm - Tigre,Un,242951071,7899052588412,Tigre,,,,,0,23,Piaui Const FI02,283397887
R2427,Registro Esfera V.S Compacto 32mm - Tigre,Un,242951060,7899052589204,Tigre,,,,,0,51,Piaui Const FI02,283397887
R2428,Registro Esfera V.S Compacto 25mm - Tigre,Un,242951052,7899052588733,Tigre,,,,,0,63,Piaui Const FI02,283397887
S1293,Sifão Ajustavel Copo Multiuso Branco - Tigre,Un,250998513,7898482242246,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
S2409,Sifão Ajustável Multiuso 66cm Branco - Tigre,Un,240905267,7899349172829,Tigre,,,,,0,96,Piaui Const FI02,283397887
T0126,Tubo Aquaterm 22mm Com 3 M 7002 - Tigre,Un,278790367,7897613302323,Tigre,,,,,0,#N/A,Piaui Const FI02,283397887
T2657,Tubo Esgoto 100mm 3m - Tigre,Un,256337002,7897613310526,Tigre,,,,,0,27,Piaui Const FI02,283397887
T3742,Torneira Boia Caixa D`água 1/2 - Tigre,Un,374264,7898503608303,Tigre,,,,,0,20,Piaui Const FI02,283397887
A2473,Abraçadeira Tipo Chaveta 3/4 - Tramontina,Un,247404028,7891435011784,Tramontina,,,,,0,64,Piaui Const FI02,283397887
A2475,Abraçadeira Tipo Chaveta 1 - Tramontina,Un,247404034,7891435011791,Tramontina,,,,,0,117,Piaui Const FI02,283397887
C2474,Carro de Mão Caçamba Rasa Azul 77704432 - Tramontina,Un,247459933,7891117076193,Tramontina,,,,,0,25,Piaui Const FI02,283397887
C2521,Cabo para Picareta e Chibanca 90cm 78752/001 - Tramontina,Un,251946458,7891117078005,Tramontina,,,,,0,#N/A,Piaui Const FI02,283397887
C2929,Carro de Mão Caçamba Quadrada Pneu Maciço Borracha 77714235 - Tramontina,Un,263288948,7891117074175,Tramontina,,,,,0,12,Piaui Const FI02,283397887
C4410,Carro Mão Extra Forte 65LT 77714/435 - Tramontina,Un,441088,7891117065395,Tramontina,,,,,0,10,Piaui Const FI02,283397887
D742,Cavadeira Articulada com Cabo 110cm 77559/524 - Tramontina,Un,361922,7891117051497,Tramontina,,,,,0,4,Piaui Const FI02,283397887
D920,Mangueira Flex para Jardim 1/2 Verde 79170530 - Tramontina,M,362444,7891117064053,Tramontina,,,,,0,221,Piaui Const FI02,283397887
D945,Picareta Chibanca 04Lbs com Cabo 77305/543 - Tramontina,Un,362513,0,Tramontina,,,,,0,1,Piaui Const FI02,283397887
D947,Picareta Estreita com Cabo 77300/543 - Tramontina,Un,362519,7891117011453,Tramontina,,,,,0,4,Piaui Const FI02,283397887
E2464,Enxada Norte com Cabo 1.45M 77222754 - Tramontina,Un,246415877,7891117036760,Tramontina,,,,,0,5,Piaui Const FI02,283397887
F1835,Cuba 47x30 Standard com Válvula 3.1/2 94083/507 - Tramontina,Un,373374,0,Tramontina,,,,,0,1,Piaui Const FI02,283397887
F1838,Cuba 56x34 Polida com Válvula 3.1/2 94054/407 - Tramontina,Un,373383,0,Tramontina,,,,,0,#N/A,Piaui Const FI02,283397887
J498,Banco Balanço Madeira - Tramontina,Un,379391,0,Tramontina,,,,,0,#N/A,Piaui Const FI02,283397887
J501,Bar Madeira Garden - Tramontina,Un,379400,0,Tramontina,,,,,0,#N/A,Piaui Const FI02,283397887
M3624,Marreta Oitavada 1.000 G 40508/002 - Tramontina,Un,362451,7891114077070,Tramontina,,,,,0,4,Piaui Const FI02,283397887
P2404,Pá de Bico com Cabo 71cm 77459/434 - Tramontina,Un,240493708,7891117048695,Tramontina,,,,,0,12,Piaui Const FI02,283397887
T9745,Torques Armador 13 41052/113 - Tramontina,Un,254133453,7891114077179,Tramontina,,,,,0,4,Piaui Const FI02,283397887
C26152,Climatizador Cli70 Pro 70L 210w 220V 2881 - Ventisol,Un,261525256,7898461969485,Ventisol,,,,,0,#N/A,Piaui Const FI02,283397887
C2502,Cimentados e Pisos Premium Preto 18L - Verbras,Un,250299417,7899023861919,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E0309,Esmalte Extra Rápido Premium Branco 0.9L - Verbras,Un,281408159,7899023815189,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2006,Massa Para Efeito 5kg Branco - Verbras,Un,283408484,7899023862268,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2007,Massa Para Efeito 5kg Cinza Sertão - Verbras,Un,283408491,7899023862275,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2125,"Esmalte Acetinado Extra Rápido Premium 3,6L Branco - Verbras",Un,278750748,7899023815196,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2141,"Esmalte Base Água Brilhante Marfim 3,6L - Verbras",Un,271724170,7899023841034,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2563,Esmalte Secagem Rapida Brilho Preto 0.9L - Verbras,Un,255531545,7899023824396,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2569,Esmalte Base Agua Brilho Branco 0.9L - Verbras,Un,256912657,7899023841171,Verbras,,,,,0,15,Piaui Const FI02,283397887
E2570,Esmalte Base Agua Brilho Branco Gelo 0.9L - Verbras,Un,256912664,7899023841188,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2572,Esmalte Base Água Brilho Cinza Medio 0.9L - Verbras,Un,256912694,7899023841201,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2573,Esmalte Base Água Brilho Cinza Escuro 0.9L - Verbras,Un,256912700,7899023841218,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2574,Esmalte Base Água Brilho Preto 0.9L - Verbras,Un,256912706,7899023841225,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2575,Esmalte Base Água Brilho Amarelo 0.9L - Verbras,Un,256912712,7899023841232,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2576,Esmalte Base Água Brilho Azul Franca 0.9L - Verbras,Un,256912718,7899023841324,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2577,Esmalte Base Água Brilho Azul Del Rey 0.9L - Verbras,Un,256912724,7899023841331,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2579,"Esmalte Base Água Brilhante Branco 3,6L - Verbras",Un,256912750,7899023840969,Verbras,,,,,0,19,Piaui Const FI02,283397887
E2581,"Esmalte Base Água Brilhante Branco Gelo 3,6L - Verbras",Un,256912756,7899023840976,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2582,"Esmalte Base Água Brilhante Plantina 3,6L - Verbras",Un,256912763,7899023840983,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2583,"Esmalte Base Água Brilhante Cinza Médio 3,6L - Verbras",Un,256912770,7899023840990,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2587,"Esmalte Base Água Brilhante Cinza Escuro 3,6L - Verbras",Un,256912779,7899023841003,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2588,"Esmalte Base Água Brilhante Preto 3,6L - Verbras",Un,256913536,7899023841010,Verbras,,,,,0,9,Piaui Const FI02,283397887
E2589,"Esmalte Base Água Brilhante Amarelo 3,6L - Verbras",Un,256913543,7899023841027,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2590,"Esmalte Base Água Brilhante Vermelho 3,6L - Verbras",Un,256913550,7899023841089,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2591,"Esmalte Base Água Brilhante Azul Franca 3,6L - Verbras",Un,256913556,7899023841119,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2592,"Esmalte Base Água Brilhante Azul Del Rey 3,6L - Verbras",Un,256913564,7899023841126,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2593,"Esmalte Base Água Brilhante Verde Folha 3,6L - Verbras",Un,256913571,7899023841133,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2594,"Tinta para Gesso Branco Neve 3,6L - Verbras",Un,256913578,7899023841584,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2595,Tinta para Gesso Branco Neve 18L - Verbras,Un,256913585,7899023841591,Verbras,,,,,0,5,Piaui Const FI02,283397887
E2596,"Esmalte Sintetico Vertex Brilho Secagem Extra Rápio Alumínio 0,9L - Verbras",Un,256913592,7899023814731,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E2684,"Esmalte Base Água Acetinado Branco 3,6L - Verbras",Un,261891388,7899023844370,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
E3019,"Esmalte Secagem Rapida Brilho Tabaco 3,6L - Verbras",Un,275675719,7899023824822,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
F2827,Ferrobras Vermelho Oxido 3.6L - Verbras,Un,275675843,7899023842789,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
M2376,Massa Acrilica Vercryl 25kg - Verbras,Un,257692079,7899023847234,Verbras,,,,,0,17,Piaui Const FI02,283397887
M2500,Massa Corrida PVA Verlatex 20kg - Verbras,Un,290386108,7899023861636,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
M2505,Massa Corrida PVA Verlatex 25kg - Verbras,Un,257559721,7899023847227,Verbras,,,,,0,0,Piaui Const FI02,283397887
M2557,Massa Acrilica Vercryl 5.4kg - Verbras,Un,255520150,7899023806941,Verbras,,,,,0,9,Piaui Const FI02,283397887
P2517,Standard Acrilico Fosco Verde Aruana 18L - Verbras,Un,251737146,7899023846527,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
P2826,"Standard Acrilico Fosco Verde Trevo 3,6L - Verbras",Un,256943540,7899023846329,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
P2827,"Standard Acrilico Fosco Verde Folha 3,6L - Verbras",Un,256943549,7899023846367,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
S6023,"Standard Acrílico Fosco Concreto 3,6L - Verbras",Un,275590915,7899023846305,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
S6031,"Standard Acrílico Fosco Cinza 3,6L - Verbras",Un,275603987,7899023850890,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
S6032,"Standard Acrílico Fosco Cinza Urbano 3,6L - Verbras",Un,275603996,7899023850906,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
S6037,Standard Acrílico Fosco Azul Oceano 18L - Verbras,Un,275604043,7899023846534,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
S6040,Standard Acrílico Fosco Areia 18L - Verbras,Un,275604070,7899023847616,Verbras,,,,,0,4,Piaui Const FI02,283397887
S6043,Standard Acrílico Fosco Camurça 18L - Verbras,Un,275604097,7899023847678,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
S6044,Standard Acrílico Fosco Azul Estilo 18L - Verbras,Un,275604106,7899023850838,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
S6045,Standard Acrílico Fosco Cinza 18L - Verbras,Un,275604115,7899023850845,Verbras,,,,,0,7,Piaui Const FI02,283397887
S6046,Standard Acrílico Fosco Cinza Urbano 18L - Verbras,Un,275604124,7899023850852,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
T3018,Textura Acrilica Externa 25kg Cinza Urbano - Verbras,Un,282008905,7899023851958,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
T3060,Textura Acrilica Externa 25kg Branco Neve - Verbras,Un,276156748,7899023851668,Verbras,,,,,0,14,Piaui Const FI02,283397887
T3061,Textura Acrilica Externa 25kg Branco Gelo - Verbras,Un,276156755,7899023851675,Verbras,,,,,0,19,Piaui Const FI02,283397887
T3062,Textura Acrilica Externa 25kg Marfim - Verbras,Un,276156762,7899023851699,Verbras,,,,,0,5,Piaui Const FI02,283397887
T3070,Textura Acrilica Externa 25kg Areia - Verbras,Un,276313016,7899023851705,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
T3071,Textura Acrilica Externa 25kg Verde Musgo - Verbras,Un,276313023,7899023851736,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
V0215,Textura Acrilica Externa 25kg Com Quartzo Branco Neve - Verbras,Un,277333676,7899023860479,Verbras,,,,,0,2,Piaui Const FI02,283397887
V1147,Textura Acrilica Externa 25kg Nobre Cinza Claro - Verbras,Un,281408122,7899023860103,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
V1475,Textura Acrilica Externa 25kg Com Quartzo Branco Gelo - Verbras,Un,282004866,7899023860547,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
V1526,Textura Acrilica Externa 25kg Com Quartzo Cinza Escuro - Verbras,Un,283108273,7899023860417,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
V1818,Textura Acrilica Externa 25kg Com Quartzo Cinza Claro - Verbras,Un,283108265,7899023860400,Verbras,,,,,0,#N/A,Piaui Const FI02,283397887
V1819,Textura Acrilica Externa 25kg Com Quartzo Areia - Verbras,Un,282688680,7899023860530,Verbras,,,,,0,#N/A,Piaui Const FI02,
V1820,Textura Acrilica Externa 25kg Com Quartzo Camurça - Verbras,Un,284875589,7899023860509,Verbras,,,,,0,#N/A,Piaui Const FI02,
V1885,Vertex Acrílico Semi Brilho Perola 18L - Verbras,Un,283076487,7899023845162,Verbras,,,,,0,#N/A,Piaui Const FI02,
V1911,"Verlatex Super Premium Branco Neve 3,6L - Verbras",Un,263685850,7899023838911,Verbras,,,,,0,#N/A,Piaui Const FI02,
V1924,"Verlatex Super Premium Azul Profundo 3,6L - Verbras",Un,263685970,7899023839079,Verbras,,,,,0,#N/A,Piaui Const FI02,
V1931,Verlatex Super Premium Branco Neve 18L - Verbras,Un,263693025,7899023801137,Verbras,,,,,0,#N/A,Piaui Const FI02,
V1932,Verlatex Super Premium Branco Gelo 18L - Verbras,Un,263693035,7899023801144,Verbras,,,,,0,8,Piaui Const FI02,
V2101,"Vertex Acrilico Semi Brilho Branco 3,6L - Verbras",Un,254543990,7899023840723,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2102,"Vertex Acrilico Semi Brilho Branco Gelo 3,6L - Verbras",Un,254543998,7899023840730,Verbras,,,,,0,5,Piaui Const FI02,
V2103,"Vertex Acrilico Semi Brilho Marfim 3,6L - Verbras",Un,254544006,7899023840747,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2104,"Vertex Acrilico Semi Brilho Palha 3,6L - Verbras",Un,254544013,7899023840761,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2106,"Vertex Acrilico Semi Brilho Cenoura 3,6L - Verbras",Un,254544029,7899023842994,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2108,"Vertex Acrilico Semi Brilho Harmonia 3,6L - Verbras",Un,254556295,7899023843021,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2111,Vertex Acrilico Semi Brilho Branco Neve 18L - Verbras,Un,254556319,7899023845094,Verbras,,,,,0,2,Piaui Const FI02,
V2112,Vertex Acrilico Semi Brilho Branco Gelo 18L - Verbras,Un,254556327,7899023845100,Verbras,,,,,0,3,Piaui Const FI02,
V2121,Textura Acrilica Externa Nobre 25kg Branco - Verbras,Un,279929585,7899023860189,Verbras,,,,,0,20,Piaui Const FI02,
V2501,"Vertex Acrilico Branco Neve 3,6 L - Verbras",Un,250119717,7899023822576,Verbras,,,,,0,32,Piaui Const FI02,
V2502,"Vertex Acrilico Branco Gelo 3,6 L - Verbras",Un,250119723,7899023822583,Verbras,,,,,0,19,Piaui Const FI02,
V2503,"Vertex Acrilico Areia 3,6 L - Verbras",Un,250119728,7899023822590,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2504,"Vertex Acrilico Marfim 3,6 L - Verbras",Un,250119733,7899023822606,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2505,"Vertex Acrilico Perola 3,6 L - Verbras",Un,250119738,7899023822620,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2506,"Vertex Acrilico Palha 3,6 L - Verbras",Un,250119743,7899023822637,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2508,"Vertex Acrilico Verde Aruana 3,6 L - Verbras",Un,250119753,7899023824198,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2509,"Vertex Acrilico Flamingo 3,6 L - Verbras",Un,250119758,7899023833541,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2510,"Vertex Acrilico Rosa Bebe 3,6 L - Verbras",Un,250119763,7899023833565,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2512,"Vertex Acrilico Verde Limão 3,6 L - Verbras",Un,250119779,7899023833602,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2513,"Vertex Acrilico Azul Oceano 3,6 L - Verbras",Un,250119784,7899023833640,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2514,"Vertex Acrilico Gerbera 3,6 L - Verbras",Un,250119789,7899023833664,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2515,"Vertex Acrilico Hortencia 3,6 L - Verbras",Un,250119794,7899023833701,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2517,"Vertex Acrilico Amarelo Solandra 3,6 L - Verbras",Un,250119804,7899023833763,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2518,"Vertex Acrilico Violeta Medio 3,6 L - Verbras",Un,250119809,7899023846749,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2519,"Vertex Acrilico Camurça 3,6 L - Verbras",Un,250119814,7899023846756,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2520,Vertex Acrilico Branco Neve 18L - Verbras,Un,250119819,7899023822767,Verbras,,,,,0,24,Piaui Const FI02,
V2521,Vertex Acrilico Branco Gelo 18L - Verbras,Un,250119824,7899023822774,Verbras,,,,,0,37,Piaui Const FI02,
V2522,Vertex Acrilico Areia 18L - Verbras,Un,250119829,7899023822781,Verbras,,,,,0,6,Piaui Const FI02,
V2523,Vertex Acrilico Marfim 18L - Verbras,Un,250119834,7899023822798,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2524,Vertex Acrilico Perola 18L - Verbras,Un,250119839,7899023822811,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2525,Vertex Acrilico Palha 18L - Verbras,Un,250119844,7899023822828,Verbras,,,,,0,7,Piaui Const FI02,
V2526,Vertex Acrilico Verde Aruana 18L - Verbras,Un,250119849,7899023824228,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2527,Vertex Acrilico Flamingo 18L - Verbras,Un,250119854,7899023833558,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2530,Vertex Acrilico Verde Limão 18L - Verbras,Un,250119869,7899023833619,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2531,Vertex Acrilico Azul Oceano 18L - Verbras,Un,250119874,7899023833657,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2533,Vertex Acrilico Hortencia 18L - Verbras,Un,250119884,7899023833718,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2534,Vertex Acrilico Amarelo Ipe 18L - Verbras,Un,250119889,7899023840358,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2538,"Standard Acrilico Fosco Branco Neve 3,6L - Verbras",Un,250119909,7899023844448,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2539,"Standard Acrilico Fosco Branco Gelo 3,6L - Verbras",Un,250119914,7899023844455,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2540,"Standard Acrilico Fosco Marfim 3,6L - Verbras",Un,250119919,7899023844479,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2541,"Standard Acrilico Fosco Amarelo Frevo 3,6L - Verbras",Un,250119924,7899023844486,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2542,"Standard Acrilico Fosco Rubi 3,6L - Verbras",Un,250119929,7899023844493,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2543,"Standard Acrilico Fosco Laranja Classico 3,6L - Verbras",Un,250119934,7899023844516,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2544,"Standard Acrilico Fosco Alga Marinha 3,6L - Verbras",Un,250119939,7899023846275,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2545,"Standard Acrilico Fosco Ocre 3,6L - Verbras",Un,250119944,7899023846312,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2546,"Standard Acrilico Fosco Amarelo 3,6L - Verbras",Un,250119949,7899023846336,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2547,"Standard Acrilico Fosco Mostarda 3,6L - Verbras",Un,250131704,7899023846343,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2548,"Standard Acrilico Fosco Terracota 3,6L - Verbras",Un,250131709,7899023846374,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2549,"Standard Acrilico Fosco Lilas Claro 3,6L - Verbras",Un,250131714,7899023846381,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2550,"Standard Acrilico Fosco Azul Anil 3,6L - Verbras",Un,250131719,7899023846404,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2551,"Standard Acrilico Fosco Lirio 3,6L - Verbras",Un,250131724,7899023846428,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2552,"Standard Acrilico Fosco Rosa Misto 3,6L - Verbras",Un,250131729,7899023846442,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2553,"Standard Acrilico Fosco Melancia 3,6L - Verbras",Un,250131734,7899023846459,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2554,"Standard Acrilico Fosco Roxo 3,6L - Verbras",Un,250131739,7899023846473,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2555,"Standard Acrilico Fosco Verde Musgo 3,6L - Verbras",Un,250131744,7899023846787,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2556,"Standard Acrilico Fosco Verde Umbu 3,6L - Verbras",Un,250131749,7899023846794,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2558,"Standard Acrilico Fosco Preto 3,6L - Verbras",Un,250131760,7899023846817,Verbras,,,,,0,7,Piaui Const FI02,
V2559,Standard Acrilico Fosco Branco Neve 18L - Verbras,Un,250131765,7899023844615,Verbras,,,,,0,5,Piaui Const FI02,
V2560,Standard Acrilico Fosco Branco Gelo 18L - Verbras,Un,250131770,7899023844622,Verbras,,,,,0,12,Piaui Const FI02,
V2561,Standard Acrilico Fosco Amarelo Frevo 18L - Verbras,Un,250131775,7899023844653,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2562,Standard Acrilico Fosco Rubi 18L - Verbras,Un,250131780,7899023844660,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2563,Standard Acrilico Fosco Laranja Classico 18L - Verbras,Un,250131785,7899023844684,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2564,Standard Acrilico Fosco Alga Marinha 18L - Verbras,Un,250131790,7899023846510,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2566,Standard Acrilico Fosco Amarelo 18L - Verbras,Un,250131806,7899023846572,Verbras,,,,,0,2,Piaui Const FI02,
V2570,Standard Acrilico Fosco Azul Anil 18L - Verbras,Un,250131826,7899023846640,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2571,Standard Acrilico Fosco Lirio 18L - Verbras,Un,250131831,7899023846664,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2575,Standard Acrilico Fosco Verde Musgo 18L - Verbras,Un,250131851,7899023846824,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2576,Standard Acrilico Fosco Verde Umbu 18L - Verbras,Un,250131856,7899023846831,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2578,Standard Acrilico Fosco Preto 18L - Verbras,Un,250131866,7899023846855,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2579,Cimentados e Pisos Premium Branco 3.6L - Verbras,Un,250131871,7899023832872,Verbras,,,,,0,11,Piaui Const FI02,
V2580,Cimentados e Pisos Premium Concreto 3.6L - Verbras,Un,250131876,7899023832889,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2581,Cimentados e Pisos Premium Cinza 3.6L - Verbras,Un,250131881,7899023832896,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2582,Cimentados e Pisos Premium Cinza Chumbo 3.6L - Verbras,Un,250131886,7899023832902,Verbras,,,,,0,#N/A,Piaui Const FI02,
V2583,Cimentados e Pisos Premium Preto 3.6L - Verbras,Un,250131891,7899023832919,Verbras,,,,,0,4,Piaui Const FI02,
