Código,Nome,Un,Chave,EAN,Marca,1Contagem,2Contagem,3Contagem,Avaria,Total,Saldo Estoque,Loja,Almoxarifado
Z160,Cabo Flexível 4.0mm 100m Verde - Copperline,Un,455269,7898932972976,Copperline,,,,,0,5,Piaui Const FI02,283397887
Z161,Cabo Flexível 4.0mm 100m Vermelho - Copperline,Un,455271,0,Copperline,,,,,0,12,Piaui Const FI02,283397887
Z163,Cabo Flexível 6.00mm 1kv Preto - Coperline,M,455275,0,Copperline,,,,,0,210,Piaui Const FI02,283397887
Z1636,Cabo Flexível Bobina 6.00mm 750v Verde- Copperline,M,196531938,0,Copperline,,,,,0,676,Piaui Const FI02,283397887
Z164,Cabo Flexível 6.00mm 100m Azul - Coperline,Un,455277,0,Copperline,,,,,0,0,Piaui Const FI02,283397887
Z166,Cabo Flexível 6.00mm Preto 100m - Coperline,Un,455281,0,Copperline,,,,,0,0,Piaui Const FI02,283397887
Z167,Cabo Flexível 6.00mm Verde 100m - Copperline,Un,455283,0,Copperline,,,,,0,1,Piaui Const FI02,283397887
Z168,Cabo Bobina Flexível 10.00mm Azul - Coperline,M,455285,0,Copperline,,,,,0,369,Piaui Const FI02,283397887
Z169,Cabo Bobina Flexível 10.00mm Preto - Copperline,M,455287,0,Copperline,,,,,0,77,Piaui Const FI02,283397887
Z170,Cabo Bobina Flexível 10.00mm Verde - Copperline,M,455289,0,Copperline,,,,,0,44,Piaui Const FI02,283397887
Z171,Cabo Bobina Flexível 10.00mm Vermelho - Copperline,M,455291,0,Copperline,,,,,0,82,Piaui Const FI02,283397887
Z172,Cabo Bobina Flexível 16.00mm Azul - Copperline,M,455293,0,Copperline,,,,,0,60,Piaui Const FI02,283397887
Z174,"Cabo Bobina Flexível 25,00mm Preto - Coperline",M,455297,0,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
Z175,Cabo Bobina Flexível 16.00mm Verde - Coperline,M,455299,0,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
Z179,"Cabo Bobina Flexível 1,5mm Preto - Coperline",M,455307,7898932971979,Copperline,,,,,0,2459,Piaui Const FI02,283397887
Z180,"Cabo Bobina Flexível 1,5mm Vermelho - Copperline",M,455309,0,Copperline,,,,,0,1270,Piaui Const FI02,283397887
Z181,"Cabo Bobina Flexível 2,5mm Azul - Coperline",M,455311,0,Copperline,,,,,0,1696,Piaui Const FI02,283397887
Z182,"Cabo Bobina Flexivel 2,5mm Preto - Copperline",M,455313,0,Copperline,,,,,0,871,Piaui Const FI02,283397887
Z183,Cabo Bobina Flexível 2.5mm Verde - Coperline,M,455315,0,Copperline,,,,,0,1626,Piaui Const FI02,283397887
Z184,Cabo Bobina Flexível 4.0mm Preto - Copperline,M,455317,0,Copperline,,,,,0,23,Piaui Const FI02,283397887
Z187,Cabo Bobina Flexível 4.00mm Azul - Coperline,M,455323,0,Copperline,,,,,0,755,Piaui Const FI02,283397887
Z188,Cabo PP 2x2.50mm - Coperline,M,455325,0,Copperline,,,,,0,171,Piaui Const FI02,283397887
Z189,Cabo PP 2x4.0mm - Coperline,M,455327,0,Copperline,,,,,0,33,Piaui Const FI02,283397887
Z190,Cabo PP 3x1.50mm - Coperline,M,455329,7898932974635,Copperline,,,,,0,192,Piaui Const FI02,283397887
Z194,Cabo PP 4x2.50mm - Coperline,M,455337,0,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
Z200,Cabo PP 2x1.00mm - Copperline,M,455349,7898932978350,Copperline,,,,,0,32,Piaui Const FI02,283397887
Z207,"Fio 2,5mm Preto Bobina - Coperline",M,467258,0,Copperline,,,,,0,#N/A,Piaui Const FI02,283397887
Z4400,Cabo Bobina Flexivel 16.00mm Preto - Copperline,M,88341752,0,Copperline,,,,,0,7,Piaui Const FI02,283397887
A2126,Alicate Para Nivelamento de Piso - Cortag,Un,241062498,7897451466959,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
B2625,Batedor Argamassa Com Encaixe Sds Plus - Cortag,Un,280393590,7897451414127,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
C1425,Cortador de Piso New Master 125 - Cortag,Un,281955920,7897451423181,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
C2026,Cortador de Piso Tec 90 - Cortag,Un,241062476,7897451411508,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
C2129,Cunha Para Nivelamento de Pisos 50 peças - Cortag,Un,241062507,7897451414103,Cortag,,,,,0,50,Piaui Const FI02,283397887
C2895,Colher de Pedreiro Cabo Plástico 8'' Oval 65536 - Cortag,Un,289563552,7897451425369,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
D0219,"Disco de Desbaste Diamantado Turbo 4.1/2"" 115mm - Cortag",Un,280552973,7897451417531,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
D2323,Desempenadeira Plástica 18x30cm Estriada - Cortag,Un,280393675,7897451460797,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
D2445,Disco Diamantado Segmentado - Cortag,Un,244580897,7897451469738,Cortag,,,,,0,66,Piaui Const FI02,283397887
D2446,Disco Diamantado Eco Turbo - Cortag,Un,244580904,7897451465983,Cortag,,,,,0,46,Piaui Const FI02,283397887
D2803,"Disco Flap 4.1/2"" 115mm G80 - Cortag",Un,280393631,7897451416466,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
D2904,Disco Diamantado Porcelanato - Cortag,Un,248815674,7897451468632,Cortag,,,,,0,32,Piaui Const FI02,283397887
D3639,"Disco Flap 4.1/2"" 115mm G40 - Cortag",Un,280393615,7897451416442,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
D3665,Desempenadeira de Aço Dentada 8x8mm Com Cabo de Plástico - Cortag,Un,280393756,7897451469585,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
D3666,Desempenadeira de Aço Lisa Com Cabo de Plástico - Cortag,Un,280393764,7897451469622,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
E2369,Serra Copo Diamantada 32mm - Cortag,Un,281339376,7897451461060,Cortag,,,,,0,5,Piaui Const FI02,283397887
E2410,Espaçador Nivelador de Pisos 1.5mm Vermelho 50 peças - Cortag,Un,241063270,7897451413366,Cortag,,,,,0,37,Piaui Const FI02,283397887
E2411,"Espaçador Nivelador de Pisos 1,0mm Azul 50 peças - Cortag",Un,241063276,7897451413342,Cortag,,,,,0,62,Piaui Const FI02,283397887
E2412,"Espaçador Nivelador de Pisos 2,0mm Verde 50 peças - Cortag",Un,261996885,7897451413380,Cortag,,,,,0,86,Piaui Const FI02,283397887
E2413,"Espaçador Nivelador de Pisos 1,0mm Transparente 50 peças - Cortag",Un,264342139,7897451466935,Cortag,,,,,0,161,Piaui Const FI02,283397887
E2414,"Espaçador Nivelador de Pisos 1,5mm Transparente 50 peças - Cortag",Un,264342649,7897451466928,Cortag,,,,,0,28,Piaui Const FI02,283397887
E2415,"Espaçador Nivelador de Pisos 2,0mm Transparente 50 peças - Cortag",Un,264342656,7897451412963,Cortag,,,,,0,15,Piaui Const FI02,283397887
E2419,Espaçador Juntapiso 1mm - Cortag,Un,241974092,7897451465051,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
E4881,"Espaçador Juntapiso 1,5mm - Cortag",Un,284392666,7897451465556,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
H29,Bloco Espuma - Cortag,Un,377413,0,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
H32,Colher de Pedreiro 8'' Oval Forjada - Cortag,Un,377422,0,Cortag,,,,,0,1,Piaui Const FI02,283397887
H33,Colher de Pedreiro Oval Forjada 9'' - Cortag,Un,377425,0,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
H35,Cortador de Piso Master 90 - Cortag,Un,377432,7897451461732,Cortag,,,,,0,3,Piaui Const FI02,283397887
H37,Espaçador Juntapiso 2mm - Cortag,Un,377438,7897451460506,Cortag,,,,,0,28,Piaui Const FI02,283397887
H38,Espaçador Juntapiso 3mm - Cortag,Un,377441,7897451460513,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
H46,Passa Fio Profissional 20m - Cortag,Un,377465,0,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
H47,Raspador de Rejunte - Cortag,Un,377468,0,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
M2487,Martelo de Borracha 40 - Cortag,Un,248793895,7897451412741,Cortag,,,,,0,#N/A,Piaui Const FI02,283397887
P2020,Ponteiro Com Encaixe Sds Plus - Cortag,Un,244580885,7897451469929,Cortag,,,,,0,24,Piaui Const FI02,283397887
S2410,Serra Circular Madeira 24 dentes 110mm - Cortag,Un,241062415,7897451468649,Cortag,,,,,0,57,Piaui Const FI02,283397887
T2021,Talhadeira Sextavada 30cm Com Proteção de Borracha - Cortag,Un,241062431,7897451460155,Cortag,,,,,0,5,Piaui Const FI02,283397887
T2022,Ponteiro Sextavada 30cm Com Proteção de Borracha - Cortag,Un,241062439,7897451460124,Cortag,,,,,0,16,Piaui Const FI02,283397887
V2480,Ventosa Dupla - Cortag,Un,248030828,7897451466737,Cortag,,,,,0,2,Piaui Const FI02,283397887
A2413,Acabamento Para Registro de Gaveta C33 Polo Cromado 1/2` 3/4` e 1` - Deca,Un,241318801,7894200160922,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
A2602,Acabamento Para Registro Gaveta Flex Plus Cr 4900.C21.PQ - Deca,Un,257708032,7894200258797,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
A2641,"Acabamento Cromado Max Pequeno 4900.C34.PQ 1/2,3/4,1 - Deca",Un,257407192,7894200153894,Deca,,,,,0,34,Piaui Const FI02,283397887
A3692,"Acabamento C40 Targa Pequeno Cr 1/2,3/4,1 - Deca",Un,369279,0,Deca,,,,,0,3,Piaui Const FI02,283397887
A3701,Anel de Vedação 1100.AV.90.01 para Bacia Sanitária Decanel - Deca,Un,370163,7894200125945,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
A3738,"Acabamento Link Grande 1,1/4'' E 1,1/2'' Cr - Deca",Un,373831,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
B3692,Base Registro de Pressão 4416 1/2 - Deca,Un,369288,0,Deca,,,,,0,24,Piaui Const FI02,283397887
B3724,Bacia Convencional Aspen P.75.17 Gelo - Deca,Un,372478,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
B3739,Base Válvula Hidra Max Clean 4550 1 1/4 - Deca,Un,373956,0,Deca,,,,,0,3,Piaui Const FI02,283397887
B3742,"Base Registro Gaveta 4509 1"" - Deca",Un,374294,7894200065494,Deca,,,,,0,19,Piaui Const FI02,283397887
B3747,Base Registro Gaveta 4509 3/4 - Deca,Un,374767,0,Deca,,,,,0,34,Piaui Const FI02,283397887
C2319,Cuba L1030 Embutir Quadrada 315mm Gelo - Deca,Un,231950615,7894200799641,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
C2320,Cuba L.375.17 Embutir Retangular 480x355mm Gelo - Deca,Un,231950619,7894200726920,Deca,,,,,0,6,Piaui Const FI02,283397887
C2321,Cuba L1160 Sobrpor Quadrada 335mm Gelo - Deca,Un,231950624,7894200706649,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
C2322,Cuba L730 Sobrepor Quadrada 420mm Branco - Deca,Un,231950631,7894200776888,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
C2404,Cabide Polo Cromado 2060.C33 - Deca,Un,240407548,7894200183549,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
C2701,Chuveiro Com Tubo Parede 1955.C.STD Flex Cromado - Deca,Un,255928608,7894200274704,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
C2805,Cuba de Embutir Quadrada 350mm L.415.17 Branco Gelo - Deca,Un,255799587,7894200726944,Deca,,,,,0,1,Piaui Const FI02,283397887
C3034,Cuba Sobrepor Universal Oval 505x430mm Cinza Real LL170 - Deca,Un,30331760,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
C3726,Cuba L50 Sobrepor Redonda 310mm Ebano - Deca,Un,372661,7894200742418,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
C3727,Cuba L73 Apoio Quadrada Mesa 410mm Branco Gelo - Deca,Un,372729,7894200764410,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
D2404,Ducha Higiênica com Registro e Gatilho 1984 Clean Branco - Deca,Un,240407564,7894200182511,Deca,,,,,0,0,Piaui Const FI02,283397887
D3543,Ducha Higienica c/ Registro 1984.C.ACT.LNK.BR Link Cromado - Deca,Un,35434779,7894200150190,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
E4815,Engate Flexível de Ligação 4607 30cm - Deca,Un,48153505,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F0569,Assento Slow Close Quadra AP215 Branco - Deca,Un,78950569,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F131,Reparo para Válvula Hidra Max 4686.325 1.1/4 e 1.1/2 - Deca,Un,368282,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F134,Torneira Lavatório Mesa Decamatic Economica Cromado 1173 - Deca,Un,368290,7894200122548,Deca,,,,,0,3,Piaui Const FI02,283397887
F1373,Assento Aspen Ap.75.17 Branco Gelo - Deca,Un,371981,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1378,Assento Monte Carlo Ap80 Gelo - Deca,Un,371996,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1379,Assento Slow Targa/ Yzy/ Ravena Ap165 Gelo - Deca,Un,371999,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1385,Assento Izy Targa Ravena Ap.01.17 Branco Gelo- Deca,Un,372016,7894200757795,Deca,,,,,0,6,Piaui Const FI02,283397887
F1388,Assento Vogue Plus Ap51 Gelo - Deca,Un,372025,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1474,Engate Flexível de Ligação 4607.C.040 Malha de Aço 40cm Cromado - Deca,Un,372281,7894200116301,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1541,Bacia Convencional Izy P11 Gelo - Deca,Un,372486,7894200768661,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1546,Bacia Convencional Monte Carlo P8 Gelo - Deca,Un,372501,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1549,Bacia Convencional Ravena P9 Gelo - Deca,Un,372510,7894200701187,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1561,Bacia Para Caixa Acoplada Izy P111 Gelo - Deca,Un,372546,0,Deca,,,,,0,10,Piaui Const FI02,283397887
F1562,Bacia Para Caixa Acoplada Monte Carlo P808 Ébano - Deca,Un,372549,7894200759904,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1568,Coluna Para Lavatório Yzy / Targa / Aspen C10 Gelo - Deca,Un,372567,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1573,Cuba L105 Apoio Arco Duplo 550x370 Ébano - Deca,Un,372582,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1576,Cuba L155 Apoio Redonda 350mm Gelo - Deca,Un,372591,7894200774341,Deca,,,,,0,0,Piaui Const FI02,283397887
F1581,Cuba L37 Embutir Oval 49x36 Gelo - Deca,Un,372606,7894200709084,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1586,Cuba L41 Embutir Universal 360mm Cinza Real - Deca,Un,372620,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1588,Cuba L.41.17 Embutir Universal 360mm Gelo - Deca,Un,372626,7894200709206,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1590,Cuba L42 Embutir Universal Cinza Vip 500x375mm - Deca,Un,372632,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1601,Cuba L50 Sobrepor Redonda 310mm Gelo - Deca,Un,372664,7894200719106,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1611,Cuba L59 Embutir Oval 40x30 Gelo - Deca,Un,372693,7894200763802,Deca,,,,,0,0,Piaui Const FI02,283397887
F1614,Cuba L65 Sobrepor 440x310mm Branco Gelo - Deca,Un,372702,7894200767084,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1637,Cuba LL170 Sobrepor Oval 505x430 Gelo - Deca,Un,372771,7894200709503,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1644,Caixa Dual Flux Izy / Aspen / Ravena CD00F Cinza Real - Deca,Un,372792,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1646,Caixa Dual Flux Targa / Ravena / Aspen / Izy CD00F Gelo - Deca,Un,372798,0,Deca,,,,,0,35,Piaui Const FI02,283397887
F1650,Lavatório L15 Gelo 395x295 Izy - Deca,Un,372810,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1660,Mictório Louça Branco Gelo FM711 - Deca,Un,372840,0,Deca,,,,,0,2,Piaui Const FI02,283397887
F1661,Mictório Com Sifão Integrado M.715.17 Branco Gelo - Deca,Un,372843,7894200775362,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1662,Papeleira Louça Com Rolo 15x15 Gelo - Deca,Un,372846,7894200710462,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1667,Tanque Grande TQ03 600x500mm Branco - Deca,Un,372861,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1873,Tubo Ligação 1968 Com Anel Cromado 1968.C - Deca,Un,373490,7894200010692,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1874,Sifão Cozinha 1 1/2x1 1/2 1680.C.112 Com Adap 2 Cromado - Deca,Un,373494,7894200008446,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1875,Sifão Lavatório 1x1 1/2 Cromado 1680.C.100.112 DN40 - Deca,Un,373497,7894200008422,Deca,,,,,0,2,Piaui Const FI02,283397887
F1887,Chuveiro 1971 Izy Com Tubo Cromado 1971.C.CT - Deca,Un,373535,7894200137542,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1889,Chuveiro Com Tubo Parede 1977.C.Ct Max Cromado - Deca,Un,373541,7894200156215,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1897,Papeleira Targa Cromada 2020 C40 - Deca,Un,373565,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F1957,Torneira Lavatório Mesa 1197 Link Bica Baixa Cromado - Deca,Un,373753,7894200129295,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2022,Base Registro Gaveta 4509 1 1/2 - Deca,Un,373947,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2023,Base Registro Gaveta 4509 1 1/4 - Deca,Un,373950,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2024,Base Válvula Hidra Max clean 4550 1 1/2 - Deca,Un,373953,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2029,Ducha Higiênica com Registro e Gatilho 1984 Izy Cr - Deca,Un,373968,7894200122401,Deca,,,,,0,0,Piaui Const FI02,283397887
F2038,Torneira Jardim e Tanque c/ Adaptador p/ Mangueira Cromado 1153.C39 - Deca,Un,373995,7894200000112,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2044,Torneira Cozinha Parede com Arejador 1159.C40.CR - Deca,Un,374013,7894200104735,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2045,Torneira cozinha Parede 1159.C.Lnk Link Com Arejador Cromado - Deca,Un,374016,7894200129349,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2052,Torneira Cozinha Mesa 1167 C34 Max Bica Movel Cromado - Deca,Un,374037,7894200154426,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2053,Torneira Cozinha Mesa 1166.c.Link Bica Movel Cromado 90 Graus - Deca,Un,374040,7894200131236,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2054,Torneira Cozinha parede 1168 C35 Aspen Cr - Deca,Un,374042,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2059,Torneira Cozinha Parede 1168.C34 Max Cromado - Deca,Un,374056,7894200154433,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2060,Torneira Cozinha Parede Link Cromado 1168.C.Lnk - Deca,Un,374059,7894200129684,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2064,Torneira Lavatório Link Parede Cromada Curta 1174 - Deca,Un,374071,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2069,Torneira Lavatório Mesa 1190 C40 Targa Bica Baixa Cromado - Deca,Un,374086,7894200025313,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2073,Torneira Lavatório Mesa Aspen Cromada 1195 C35 - Deca,Un,374098,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2077,Torneira Lavatório Mesa 1196 C34 Max Bica Alta Cromado - Deca,Un,374109,7894200153924,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2078,Torneira Lavatório Mesa 1195 Targa Bica Alta Cr - Deca,Un,374112,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2079,Torneira Lavatório Mesa 1197.C34 Bica Baixa DN15 Max Cromado - Deca,Un,374114,7894200111375,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2085,Torneira Lavatório Mesa 1198.C.Lnk Link Bica Alta Cromado - Deca,Un,374132,7894200129301,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2087,Válvula Mictório 2572.C Fechamento Horizontal Eco Cromado - Deca,Un,374138,7894200143307,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2141,Base Registro Gaveta 4509 1/2 - Deca,Un,374297,0,Deca,,,,,0,37,Piaui Const FI02,283397887
F2142,Registro Gaveta 1502 Bruto 1/2'' - Deca,Un,374299,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2143,Registro Gaveta 1502 Bruto 3/4'' - Deca,Un,374302,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2144,"Registro Gaveta 1502 Bruto 1,1/2'' - Deca",Un,374305,0,Deca,,,,,0,12,Piaui Const FI02,283397887
F2145,"Registro Gaveta 1502 Bruto 1,1/4'' - Deca",Un,374308,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2146,"Registro Gaveta 1502 Bruto 2,1/2'' - Deca",Un,374311,0,Deca,,,,,0,1,Piaui Const FI02,283397887
F2155,Registro Esfera 1552 Bruto 1/2 - Deca,Un,374339,7894200053491,Deca,,,,,0,12,Piaui Const FI02,283397887
F2156,Registro Esfera 1552 Bruto 3/4 - Deca,Un,374342,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2157,Registro Esfera 1552 Bruto 1 1/2 - Deca,Un,374345,0,Deca,,,,,0,0,Piaui Const FI02,283397887
F2158,Registro Esfera 1552 Bruto 1 - Deca,Un,374348,0,Deca,,,,,0,4,Piaui Const FI02,283397887
F2187,"Acabamento C34 Max Pequeno Cr 1/2,3/4,1 - Deca",Un,374436,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2188,Acabamento C34 Max Grande 1 1/4 e 1 1/2 Cromado - Deca,Un,374439,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2189,"Acabamento C35 Aspen Grande Cr 1,1/4 1,1/2 - Deca",Un,374442,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2190,"Acabamento C37 Izy Grande 1,1/4 1,1/2 - Deca",Un,374445,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2211,Registro Gaveta 1502 Bruto 1 - Deca,Un,374513,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2214,Registro Esfera 1552 Bruto 2 - Deca,Un,374523,7894200053644,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2294,Conjunto Fixação Vertical para bacias e bidês Sp13 Cromado - Deca,Un,374761,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F2297,Base Registro de Pressão 4416 3/4 - Deca,Un,374770,0,Deca,,,,,0,50,Piaui Const FI02,283397887
F2321,Ducha Higiênica 1984.C.ACT.LNK.CR Link Cromada - Deca,Un,273554187,7894200154860,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F469,Coluna Para Tanque CT11 Gelo -17 - Deca,Un,369261,7894200709800,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F471,Cuba L69 Apoio/Parede 500x300 Gelo - Deca,Un,369267,7894200763673,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F473,"Acabamento C35 Aspen Pequeno Cr 1/2,3/4,1 - Deca",Un,369273,0,Deca,,,,,0,0,Piaui Const FI02,283397887
F474,"Acabamento Cromado Izy Pequeno C37 4900 1/2,3/4,1 - Deca",Un,369276,0,Deca,,,,,0,1,Piaui Const FI02,283397887
F476,Acabamento Cromado Pequeno Link 1/2.3/4.1 - Deca,Un,369282,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F477,Acabamento para Válvula Hydra Max 4900.E.MAX 1 1/4 e 1 1/2 Cromado - Deca,Un,369285,7894200028208,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F479,Conjunto Para Instalar Mictório Fm.713.01 - Deca,Un,369291,0,Deca,,,,,0,6,Piaui Const FI02,283397887
F485,Reparo Mvr Adaptador 1/2 Volta - Deca,Un,369308,7894200106531,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F6529,Bacia Para Caixa Acoplada Quadra Branco - Deca,Un,78936529,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F6559,Caixa Acoplada Quadra/Piano Dual Flux Branca - Deca,Un,78936559,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
F6598,Bacia Convencional Quadra Branco - Deca,Un,78936598,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
K2555,Kit Acessorios 5 Peças Pix 2000.C02 Cromado - Deca,Un,255591541,7894200278597,Deca,,,,,0,0,Piaui Const FI02,283397887
K2557,Kit Completo Bacia com Caixa Acoplada Monte Carlo Kp.808.17 Branco - Deca,Un,255616624,7894202002817,Deca,,,,,0,1,Piaui Const FI02,283397887
K2558,Kit Completo Bacia com Caixa Acoplada Ravena Kp.909.17 Branco - Deca,Un,255616633,7894202004163,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
K2563,Kit Completo Bacia com Caixa Acoplada Aspen Kp.750.17 Branco - Deca,Un,256152136,7894202004286,Deca,,,,,0,6,Piaui Const FI02,283397887
L2021,Lavatório L39 Cuba de Apoio Spot Branco Gelo - Deca,Un,232103401,7894200796572,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
L2324,Lavatório de Canto L101 410mm Gelo - Deca,Un,231346102,7894200703464,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
L2531,Lavatório Pequeno L.12 Branco 390x290x165mm Izy - Deca,Un,253128797,7894200749783,Deca,,,,,0,8,Piaui Const FI02,283397887
M2319,Mictório Louça Com Sifão Integrado M716.17 - Deca,Un,231907559,7894200780717,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
M2532,Misturador Monocomando Chuveiro 3/4 e 1/2 Link 2993.C.Lnk.034 Cromado - Deca,Un,253567962,7894200191353,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
M3033,Mictório com Sifão Integrado Branco Gelo M712 - Deca,Un,30331725,7894200709732,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
P2406,Papeleira Polo 2020.C33 Cromada - Deca,Un,240682862,7894200183501,Deca,,,,,0,2,Piaui Const FI02,283397887
P3692,Parafuso Fixação Sp7 Latão - Deca,Un,369270,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
P4551,Parafuso Fixação Lateral Bacias Luxo SP121 - Deca,Un,45518849,0,Deca,,,,,0,#N/A,Piaui Const FI02,283397887
